antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"Comorbidities, Improvement indicators (success, relief, reduced symptoms), Symptom Experience & Severity",Botox Treatment Experiences & Procedures,0.057057057057057055,0.9924924924924925,0.057057057057057055,1.0,1.0075642965204237,1.0,0.00042835628421213773,inf,0.007961783439490402,0.05748865355521937,1.0,0.5287443267776096
"Comorbidities, Psychological Factors & Mental Health",Symptom Experience & Severity,0.046546546546546545,0.8933933933933934,0.046546546546546545,1.0,1.119327731092437,1.0,0.004962169376583787,inf,0.11181102362204717,0.05210084033613445,1.0,0.5260504201680672
"Comorbidities, Improvement indicators (success, relief, reduced symptoms)","Botox Treatment Experiences & Procedures, Symptom Experience & Severity",0.057057057057057055,0.8858858858858859,0.057057057057057055,1.0,1.1288135593220339,1.0,0.006511015520024525,inf,0.12101910828025472,0.06440677966101695,1.0,0.5322033898305085
"Comorbidities, Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions",Botox Treatment Experiences & Procedures,0.04354354354354354,0.9924924924924925,0.04354354354354354,1.0,1.0075642965204237,1.0,0.0003269034800566298,inf,0.007849293563579196,0.043872919818456875,1.0,0.5219364599092284
"Comorbidities, Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions","Botox Treatment Experiences & Procedures, Symptom Experience & Severity",0.03003003003003003,0.8858858858858859,0.03003003003003003,1.0,1.1288135593220339,1.0,0.003426850273697119,inf,0.11764705882352937,0.03389830508474576,1.0,0.5169491525423728
"Deterioration indicators (worsening symptoms), Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health, Symptom Experience & Severity",Botox Treatment Experiences & Procedures,0.1111111111111111,0.9924924924924925,0.1111111111111111,1.0,1.0075642965204237,1.0,0.0008341675008341626,inf,0.008445945945945896,0.11195158850226929,1.0,0.5559757942511346
"Comorbidities, Improvement indicators (success, relief, reduced symptoms)",Symptom Experience & Severity,0.057057057057057055,0.8933933933933934,0.057057057057057055,1.0,1.119327731092437,1.0,0.006082659235812388,inf,0.11305732484076432,0.06386554621848739,1.0,0.5319327731092437
"Botox Treatment Experiences & Procedures, Comorbidities, Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions",Symptom Experience & Severity,0.03003003003003003,0.8933933933933934,0.03003003003003003,1.0,1.119327731092437,1.0,0.003201399597795994,inf,0.10990712074303405,0.03361344537815126,1.0,0.5168067226890757
"Botox Treatment Experiences & Procedures, Comorbidities, Psychological Factors & Mental Health",Symptom Experience & Severity,0.046546546546546545,0.8933933933933934,0.046546546546546545,1.0,1.119327731092437,1.0,0.004962169376583787,inf,0.11181102362204717,0.05210084033613445,1.0,0.5260504201680672
"Alternative Surgical Treatments/Diagnostics, Comorbidities, Deterioration indicators (worsening symptoms), Improvement indicators (success, relief, reduced symptoms)",Symptom Experience & Severity,0.04804804804804805,0.8933933933933934,0.04804804804804805,1.0,1.119327731092437,1.0,0.005122239356473587,inf,0.11198738170346996,0.05378151260504201,1.0,0.526890756302521
"Comorbidities, Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health",Botox Treatment Experiences & Procedures,0.03153153153153153,0.9924924924924925,0.03153153153153153,1.0,1.0075642965204237,1.0,0.0002367232096961852,inf,0.007751937984496208,0.03177004538577912,1.0,0.5158850226928896
"Alternative Surgical Treatments/Diagnostics, Botox Treatment Experiences & Procedures, Comorbidities, Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions",Symptom Experience & Severity,0.036036036036036036,0.8933933933933934,0.036036036036036036,1.0,1.119327731092437,1.0,0.003841679517355194,inf,0.1105919003115265,0.04033613445378151,1.0,0.5201680672268908
"Alternative Surgical Treatments/Diagnostics, Comorbidities, Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions, Symptom Experience & Severity",Botox Treatment Experiences & Procedures,0.036036036036036036,0.9924924924924925,0.036036036036036036,1.0,1.0075642965204237,1.0,0.0002705408110813545,inf,0.007788161993769554,0.03630862329803328,1.0,0.5181543116490166
"Comorbidities, Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions","Deterioration indicators (worsening symptoms), Symptom Experience & Severity",0.03003003003003003,0.5435435435435435,0.03003003003003003,1.0,1.839779005524862,1.0,0.013707401094788484,inf,0.4705882352941177,0.05524861878453039,1.0,0.5276243093922652
"Alternative Surgical Treatments/Diagnostics, Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions",Symptom Experience & Severity,0.12162162162162163,0.8933933933933934,0.12162162162162163,1.0,1.119327731092437,1.0,0.012965668371073769,inf,0.12136752136752128,0.13613445378151262,1.0,0.5680672268907563
"Alternative Surgical Treatments/Diagnostics, Comorbidities, Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health",Deterioration indicators (worsening symptoms),0.028528528528528527,0.5645645645645646,0.028528528528528527,1.0,1.7712765957446808,1.0,0.01242233224215206,inf,0.44822256568778973,0.05053191489361702,1.0,0.5252659574468085
"Improvement indicators (success, relief, reduced symptoms), Self-Treatment & Behavioral Interventions",Symptom Experience & Severity,0.18468468468468469,0.8933933933933934,0.18468468468468469,1.0,1.119327731092437,1.0,0.019688607526445356,inf,0.1307550644567219,0.20672268907563024,1.0,0.6033613445378151
"Alternative Surgical Treatments/Diagnostics, Deterioration indicators (worsening symptoms), Improvement indicators (success, relief, reduced symptoms), Self-Treatment & Behavioral Interventions",Botox Treatment Experiences & Procedures,0.12912912912912913,0.9924924924924925,0.12912912912912913,1.0,1.0075642965204237,1.0,0.0009694379063748537,inf,0.008620689655172506,0.13010590015128592,1.0,0.5650529500756429
"Alternative Surgical Treatments/Diagnostics, Comorbidities, Improvement indicators (success, relief, reduced symptoms), Self-Treatment & Behavioral Interventions, Symptom Experience & Severity",Botox Treatment Experiences & Procedures,0.03903903903903904,0.9924924924924925,0.03903903903903904,1.0,1.0075642965204237,1.0,0.0002930858786714674,inf,0.007812500000000083,0.039334341906202726,1.0,0.5196671709531013
"Alternative Surgical Treatments/Diagnostics, Botox Treatment Experiences & Procedures, Comorbidities, Improvement indicators (success, relief, reduced symptoms), Self-Treatment & Behavioral Interventions",Symptom Experience & Severity,0.03903903903903904,0.8933933933933934,0.03903903903903904,1.0,1.119327731092437,1.0,0.004161819477134794,inf,0.11093750000000005,0.043697478991596636,1.0,0.5218487394957984
"Alternative Surgical Treatments/Diagnostics, Comorbidities, Deterioration indicators (worsening symptoms), Improvement indicators (success, relief, reduced symptoms), Symptom Experience & Severity",Botox Treatment Experiences & Procedures,0.04804804804804805,0.9924924924924925,0.04804804804804805,1.0,1.0075642965204237,1.0,0.0003607210814417991,inf,0.007886435331230218,0.048411497730711045,1.0,0.5242057488653555
"Alternative Surgical Treatments/Diagnostics, Comorbidities, Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions",Symptom Experience & Severity,0.036036036036036036,0.8933933933933934,0.036036036036036036,1.0,1.119327731092437,1.0,0.003841679517355194,inf,0.1105919003115265,0.04033613445378151,1.0,0.5201680672268908
"Comorbidities, Deterioration indicators (worsening symptoms), Improvement indicators (success, relief, reduced symptoms)",Botox Treatment Experiences & Procedures,0.052552552552552555,0.9924924924924925,0.052552552552552555,1.0,1.0075642965204237,1.0,0.0003945386828269684,inf,0.007923930269413576,0.05295007564296521,1.0,0.5264750378214826
"Alternative Surgical Treatments/Diagnostics, Comorbidities, Improvement indicators (success, relief, reduced symptoms), Self-Treatment & Behavioral Interventions","Botox Treatment Experiences & Procedures, Symptom Experience & Severity",0.03903903903903904,0.8858858858858859,0.03903903903903904,1.0,1.1288135593220339,1.0,0.004454905355806255,inf,0.11874999999999994,0.04406779661016949,1.0,0.5220338983050847
"Deterioration indicators (worsening symptoms), Self-Treatment & Behavioral Interventions",Symptom Experience & Severity,0.2627627627627628,0.8933933933933934,0.2627627627627628,1.0,1.119327731092437,1.0,0.02801224648071496,inf,0.14460285132382897,0.29411764705882354,1.0,0.6470588235294118
"Comorbidities, Deterioration indicators (worsening symptoms)","Botox Treatment Experiences & Procedures, Symptom Experience & Severity",0.08108108108108109,0.8858858858858859,0.08108108108108109,1.0,1.1288135593220339,1.0,0.009252495738982222,inf,0.12418300653594767,0.09152542372881357,1.0,0.5457627118644068
"Comorbidities, Deterioration indicators (worsening symptoms), Psychological Factors & Mental Health",Botox Treatment Experiences & Procedures,0.04504504504504504,0.9924924924924925,0.04504504504504504,1.0,1.0075642965204237,1.0,0.0003381760138516862,inf,0.00786163522012571,0.0453857791225416,1.0,0.5226928895612708
"Botox Treatment Experiences & Procedures, Comorbidities, Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions",Symptom Experience & Severity,0.04354354354354354,0.8933933933933934,0.04354354354354354,1.0,1.119327731092437,1.0,0.004642029416804187,inf,0.11145996860282564,0.04873949579831932,1.0,0.5243697478991597
"Comorbidities, Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions, Symptom Experience & Severity",Deterioration indicators (worsening symptoms),0.03003003003003003,0.5645645645645646,0.03003003003003003,1.0,1.7712765957446808,1.0,0.013076139202265327,inf,0.44891640866873056,0.05319148936170212,1.0,0.526595744680851
"Comorbidities, Deterioration indicators (worsening symptoms), Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions",Symptom Experience & Severity,0.03003003003003003,0.8933933933933934,0.03003003003003003,1.0,1.119327731092437,1.0,0.003201399597795994,inf,0.10990712074303405,0.03361344537815126,1.0,0.5168067226890757
"Alternative Surgical Treatments/Diagnostics, Comorbidities, Deterioration indicators (worsening symptoms), Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions",Symptom Experience & Severity,0.02702702702702703,0.8933933933933934,0.02702702702702703,1.0,1.119327731092437,1.0,0.002881259638016394,inf,0.10956790123456785,0.03025210084033613,1.0,0.515126050420168
"Alternative Surgical Treatments/Diagnostics, Comorbidities, Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions, Symptom Experience & Severity",Deterioration indicators (worsening symptoms),0.02702702702702703,0.5645645645645646,0.02702702702702703,1.0,1.7712765957446808,1.0,0.011768525282038795,inf,0.4475308641975308,0.04787234042553191,1.0,0.523936170212766
"Comorbidities, Deterioration indicators (worsening symptoms), Self-Treatment & Behavioral Interventions",Botox Treatment Experiences & Procedures,0.057057057057057055,0.9924924924924925,0.057057057057057055,1.0,1.0075642965204237,1.0,0.00042835628421213773,inf,0.007961783439490402,0.05748865355521937,1.0,0.5287443267776096
"Alternative Surgical Treatments/Diagnostics, Deterioration indicators (worsening symptoms), Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health",Botox Treatment Experiences & Procedures,0.09309309309309309,0.9924924924924925,0.09309309309309309,1.0,1.0075642965204237,1.0,0.0006988970952934853,inf,0.008278145695364163,0.09379727685325265,1.0,0.5468986384266263
"Botox Treatment Experiences & Procedures, Comorbidities, Deterioration indicators (worsening symptoms)",Symptom Experience & Severity,0.08108108108108109,0.8933933933933934,0.08108108108108109,1.0,1.119327731092437,1.0,0.008643778914049188,inf,0.1160130718954249,0.09075630252100841,1.0,0.5453781512605042
"Comorbidities, Deterioration indicators (worsening symptoms), Symptom Experience & Severity",Botox Treatment Experiences & Procedures,0.08108108108108109,0.9924924924924925,0.08108108108108109,1.0,1.0075642965204237,1.0,0.0006087168249330477,inf,0.008169934640522963,0.0816944024205749,1.0,0.5408472012102874
"Comorbidities, Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions, Symptom Experience & Severity",Botox Treatment Experiences & Procedures,0.03003003003003003,0.9924924924924925,0.03003003003003003,1.0,1.0075642965204237,1.0,0.0002254506759011253,inf,0.00773993808049532,0.030257186081694403,1.0,0.5151285930408472
"Alternative Surgical Treatments/Diagnostics, Comorbidities, Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health","Botox Treatment Experiences & Procedures, Deterioration indicators (worsening symptoms)",0.028528528528528527,0.5630630630630631,0.028528528528528527,1.0,1.776,1.0,0.012465167870573276,inf,0.44976816074188564,0.050666666666666665,1.0,0.5253333333333333
"Comorbidities, Psychological Factors & Mental Health, Symptom Experience & Severity",Botox Treatment Experiences & Procedures,0.046546546546546545,0.9924924924924925,0.046546546546546545,1.0,1.0075642965204237,1.0,0.00034944854764674266,inf,0.007874015748031425,0.04689863842662633,1.0,0.5234493192133132
"Comorbidities, Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health","Botox Treatment Experiences & Procedures, Deterioration indicators (worsening symptoms)",0.03153153153153153,0.5630630630630631,0.03153153153153153,1.0,1.776,1.0,0.013777290804317829,inf,0.45116279069767434,0.055999999999999994,1.0,0.528
"Alternative Surgical Treatments/Diagnostics, Comorbidities, Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions",Deterioration indicators (worsening symptoms),0.036036036036036036,0.5645645645645646,0.036036036036036036,1.0,1.7712765957446808,1.0,0.015691367042718393,inf,0.4517133956386292,0.06382978723404255,1.0,0.5319148936170213
Alternative Surgical Treatments/Diagnostics,Botox Treatment Experiences & Procedures,0.5105105105105106,0.9924924924924925,0.5105105105105106,1.0,1.0075642965204237,1.0,0.0038326614903191336,inf,0.015337423312883378,0.5143721633888049,1.0,0.7571860816944025
"Improvement indicators (success, relief, reduced symptoms), Symptom Experience & Severity",Botox Treatment Experiences & Procedures,0.35285285285285284,0.9924924924924925,0.35285285285285284,1.0,1.0075642965204237,1.0,0.002649045441838249,inf,0.011600928074246003,0.35552193645990926,1.0,0.6777609682299546
"Improvement indicators (success, relief, reduced symptoms), Self-Treatment & Behavioral Interventions",Botox Treatment Experiences & Procedures,0.18468468468468469,0.9924924924924925,0.18468468468468469,1.0,1.0075642965204237,1.0,0.001386521656791928,inf,0.009208103130755072,0.18608169440242056,1.0,0.5930408472012103
"Comorbidities, Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions","Botox Treatment Experiences & Procedures, Deterioration indicators (worsening symptoms), Symptom Experience & Severity",0.03003003003003003,0.5420420420420421,0.03003003003003003,1.0,1.8448753462603877,1.0,0.013752491229968706,inf,0.4721362229102167,0.05540166204986149,1.0,0.5277008310249307
"Botox Treatment Experiences & Procedures, Comorbidities, Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions, Symptom Experience & Severity",Deterioration indicators (worsening symptoms),0.04354354354354354,0.5645645645645646,0.04354354354354354,1.0,1.7712765957446808,1.0,0.01896040184328472,inf,0.45525902668759805,0.07712765957446807,1.0,0.538563829787234
"Botox Treatment Experiences & Procedures, Comorbidities, Deterioration indicators (worsening symptoms), Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions",Symptom Experience & Severity,0.04354354354354354,0.8933933933933934,0.04354354354354354,1.0,1.119327731092437,1.0,0.004642029416804187,inf,0.11145996860282564,0.04873949579831932,1.0,0.5243697478991597
"Alternative Surgical Treatments/Diagnostics, Botox Treatment Experiences & Procedures, Comorbidities, Psychological Factors & Mental Health",Symptom Experience & Severity,0.03753753753753754,0.8933933933933934,0.03753753753753754,1.0,1.119327731092437,1.0,0.004001749497244994,inf,0.11076443057722313,0.04201680672268907,1.0,0.5210084033613446
"Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health",Botox Treatment Experiences & Procedures,0.12312312312312312,0.9924924924924925,0.12312312312312312,1.0,1.0075642965204237,1.0,0.0009243477711946141,inf,0.008561643835616401,0.12405446293494705,1.0,0.5620272314674736
"Deterioration indicators (worsening symptoms), Improvement indicators (success, relief, reduced symptoms), Self-Treatment & Behavioral Interventions",Botox Treatment Experiences & Procedures,0.15165165165165165,0.9924924924924925,0.15165165165165165,1.0,1.0075642965204237,1.0,0.0011385259133006864,inf,0.00884955752212388,0.1527987897125567,1.0,0.5763993948562783
"Comorbidities, Deterioration indicators (worsening symptoms), Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions, Symptom Experience & Severity",Botox Treatment Experiences & Procedures,0.04354354354354354,0.9924924924924925,0.04354354354354354,1.0,1.0075642965204237,1.0,0.0003269034800566298,inf,0.007849293563579196,0.043872919818456875,1.0,0.5219364599092284
"Comorbidities, Deterioration indicators (worsening symptoms), Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions","Botox Treatment Experiences & Procedures, Symptom Experience & Severity",0.04354354354354354,0.8858858858858859,0.04354354354354354,1.0,1.1288135593220339,1.0,0.004968932896860824,inf,0.11930926216640501,0.04915254237288135,1.0,0.5245762711864407
"Comorbidities, Deterioration indicators (worsening symptoms), Improvement indicators (success, relief, reduced symptoms)","Botox Treatment Experiences & Procedures, Symptom Experience & Severity",0.052552552552552555,0.8858858858858859,0.052552552552552555,1.0,1.1288135593220339,1.0,0.005996987978969963,inf,0.1204437400950872,0.059322033898305086,1.0,0.5296610169491526
"Deterioration indicators (worsening symptoms), Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions",Symptom Experience & Severity,0.08258258258258258,0.8933933933933934,0.08258258258258258,1.0,1.119327731092437,1.0,0.008803848893938981,inf,0.11620294599018001,0.09243697478991596,1.0,0.5462184873949579
"Alternative Surgical Treatments/Diagnostics, Comorbidities, Psychological Factors & Mental Health, Symptom Experience & Severity",Botox Treatment Experiences & Procedures,0.03753753753753754,0.9924924924924925,0.03753753753753754,1.0,1.0075642965204237,1.0,0.00028181334487641096,inf,0.007800312012480583,0.037821482602118005,1.0,0.518910741301059
"Deterioration indicators (worsening symptoms), Self-Treatment & Behavioral Interventions",Botox Treatment Experiences & Procedures,0.2627627627627628,0.9924924924924925,0.2627627627627628,1.0,1.0075642965204237,1.0,0.001972693414134863,inf,0.010183299389002073,0.26475037821482605,1.0,0.632375189107413
"Deterioration indicators (worsening symptoms), Improvement indicators (success, relief, reduced symptoms), Symptom Experience & Severity",Botox Treatment Experiences & Procedures,0.26576576576576577,0.9924924924924925,0.26576576576576577,1.0,1.0075642965204237,1.0,0.001995238481724948,inf,0.010224948875255518,0.26777609682299547,1.0,0.6338880484114977
"Comorbidities, Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions, Symptom Experience & Severity",Botox Treatment Experiences & Procedures,0.04354354354354354,0.9924924924924925,0.04354354354354354,1.0,1.0075642965204237,1.0,0.0003269034800566298,inf,0.007849293563579196,0.043872919818456875,1.0,0.5219364599092284
"Deterioration indicators (worsening symptoms), Psychological Factors & Mental Health",Botox Treatment Experiences & Procedures,0.1906906906906907,0.9924924924924925,0.1906906906906907,1.0,1.0075642965204237,1.0,0.0014316117919721538,inf,0.00927643784786643,0.19213313161875947,1.0,0.5960665658093798
"Alternative Surgical Treatments/Diagnostics, Deterioration indicators (worsening symptoms), Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health, Symptom Experience & Severity",Botox Treatment Experiences & Procedures,0.09309309309309309,0.9924924924924925,0.09309309309309309,1.0,1.0075642965204237,1.0,0.0006988970952934853,inf,0.008278145695364163,0.09379727685325265,1.0,0.5468986384266263
"Deterioration indicators (worsening symptoms), Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions",Botox Treatment Experiences & Procedures,0.12462462462462462,0.9924924924924925,0.12462462462462462,1.0,1.0075642965204237,1.0,0.0009356203049896705,inf,0.008576329331046278,0.12556732223903178,1.0,0.5627836611195158
"Deterioration indicators (worsening symptoms), Improvement indicators (success, relief, reduced symptoms)",Botox Treatment Experiences & Procedures,0.26876876876876876,0.9924924924924925,0.26876876876876876,1.0,1.0075642965204237,1.0,0.0020177835493150886,inf,0.01026694045174542,0.2708018154311649,1.0,0.6354009077155824
"Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions",Botox Treatment Experiences & Procedures,0.14414414414414414,0.9924924924924925,0.14414414414414414,1.0,1.0075642965204237,1.0,0.001082163244325418,inf,0.008771929824561497,0.1452344931921331,1.0,0.5726172465960666
"Comorbidities, Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions, Symptom Experience & Severity","Botox Treatment Experiences & Procedures, Deterioration indicators (worsening symptoms)",0.04354354354354354,0.5630630630630631,0.04354354354354354,1.0,1.776,1.0,0.01902578253929605,inf,0.4568288854003139,0.07733333333333332,1.0,0.5386666666666666
"Comorbidities, Deterioration indicators (worsening symptoms), Self-Treatment & Behavioral Interventions, Symptom Experience & Severity",Botox Treatment Experiences & Procedures,0.057057057057057055,0.9924924924924925,0.057057057057057055,1.0,1.0075642965204237,1.0,0.00042835628421213773,inf,0.007961783439490402,0.05748865355521937,1.0,0.5287443267776096
"Botox Treatment Experiences & Procedures, Comorbidities, Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions, Symptom Experience & Severity",Deterioration indicators (worsening symptoms),0.03003003003003003,0.5645645645645646,0.03003003003003003,1.0,1.7712765957446808,1.0,0.013076139202265327,inf,0.44891640866873056,0.05319148936170212,1.0,0.526595744680851
"Comorbidities, Psychological Factors & Mental Health","Botox Treatment Experiences & Procedures, Symptom Experience & Severity",0.046546546546546545,0.8858858858858859,0.046546546546546545,1.0,1.1288135593220339,1.0,0.005311617924230537,inf,0.11968503937007875,0.05254237288135593,1.0,0.5262711864406779
"Comorbidities, Deterioration indicators (worsening symptoms), Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health",Botox Treatment Experiences & Procedures,0.03153153153153153,0.9924924924924925,0.03153153153153153,1.0,1.0075642965204237,1.0,0.0002367232096961852,inf,0.007751937984496208,0.03177004538577912,1.0,0.5158850226928896
"Botox Treatment Experiences & Procedures, Comorbidities, Deterioration indicators (worsening symptoms), Self-Treatment & Behavioral Interventions",Symptom Experience & Severity,0.057057057057057055,0.8933933933933934,0.057057057057057055,1.0,1.119327731092437,1.0,0.006082659235812388,inf,0.11305732484076432,0.06386554621848739,1.0,0.5319327731092437
"Comorbidities, Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions","Botox Treatment Experiences & Procedures, Deterioration indicators (worsening symptoms), Symptom Experience & Severity",0.04354354354354354,0.5420420420420421,0.04354354354354354,1.0,1.8448753462603877,1.0,0.01994111228345462,inf,0.47880690737833587,0.08033240997229915,1.0,0.5401662049861495
