antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
Self-Treatment & Behavioral Interventions,Botox Treatment Experiences & Procedures,0.516642547033285,0.9956584659913169,0.516642547033285,1.0,1.0043604651162792,1.0,0.002243021188277683,inf,0.00898203592814385,0.5188953488372092,1.0,0.7594476744186046
"Alternative Surgical Treatments/Diagnostics, Improvement indicators (success, relief, reduced symptoms)",Botox Treatment Experiences & Procedures,0.4645441389290883,0.9956584659913169,0.4645441389290883,1.0,1.0043604651162792,1.0,0.0020168341776950482,inf,0.008108108108108187,0.4665697674418606,1.0,0.7332848837209303
"Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health",Symptom Experience & Severity,0.2691751085383502,0.9435600578871202,0.2691751085383502,1.0,1.0598159509202454,1.0,0.01519222754413263,inf,0.07722772277227716,0.28527607361963186,1.0,0.6426380368098159
"Botox Treatment Experiences & Procedures, Comorbidities",Symptom Experience & Severity,0.1678726483357453,0.9435600578871202,0.1678726483357453,1.0,1.0598159509202454,1.0,0.00947472255440529,inf,0.06782608695652163,0.17791411042944785,1.0,0.588957055214724
"Comorbidities, Psychological Factors & Mental Health",Botox Treatment Experiences & Procedures,0.10130246020260492,0.9956584659913169,0.10130246020260492,1.0,1.0043604651162792,1.0,0.00043980807613287765,inf,0.004830917874396194,0.10174418604651164,1.0,0.5508720930232558
Psychological Factors & Mental Health,Botox Treatment Experiences & Procedures,0.34876989869753977,0.9956584659913169,0.34876989869753977,1.0,1.0043604651162792,1.0,0.001514196376400323,inf,0.006666666666666692,0.3502906976744186,1.0,0.6751453488372092
"Comorbidities, Self-Treatment & Behavioral Interventions",Botox Treatment Experiences & Procedures,0.12590448625180897,0.9956584659913169,0.12590448625180897,1.0,1.0043604651162792,1.0,0.0005466186089080061,inf,0.004966887417218613,0.12645348837209303,1.0,0.5632267441860466
"Improvement indicators (success, relief, reduced symptoms)",Botox Treatment Experiences & Procedures,0.5904486251808972,0.9956584659913169,0.5904486251808972,1.0,1.0043604651162792,1.0,0.002563452786603082,inf,0.010600706713781147,0.5930232558139535,1.0,0.7965116279069768
Deterioration indicators (worsening symptoms),Botox Treatment Experiences & Procedures,0.6801736613603473,0.9956584659913169,0.678726483357453,0.997872340425532,1.0022235279564573,1.0,0.0015058190797121451,2.0405209840811027,0.006936873486478738,0.6806966618287374,0.509929078014199,0.83977919346858
"Deterioration indicators (worsening symptoms), Symptom Experience & Severity",Botox Treatment Experiences & Procedures,0.6729377713458755,0.9956584659913169,0.6714905933429812,0.9978494623655915,1.0022005501375344,1.0,0.0014744042171311866,2.0188133140377014,0.0067134574305769005,0.6734397677793904,0.5046594982079036,0.8361340335083771
"Alternative Surgical Treatments/Diagnostics, Deterioration indicators (worsening symptoms)",Symptom Experience & Severity,0.5340086830680174,0.9435600578871202,0.532561505065123,0.9972899728997289,1.056943820971952,1.0,0.028692241157239673,20.826338639651695,0.11561571698622702,0.5635528330781011,0.9519838788131448,0.7808535754069197
"Deterioration indicators (worsening symptoms), Improvement indicators (success, relief, reduced symptoms)",Symptom Experience & Severity,0.47756874095513746,0.9435600578871202,0.4761215629522431,0.996969696969697,1.0566043874326083,1.0,0.025506774091534512,18.625180897250225,0.1025435930251159,0.5038284839203675,0.946309246309246,0.750785461981781
Deterioration indicators (worsening symptoms),Symptom Experience & Severity,0.6801736613603473,0.9435600578871202,0.6729377713458755,0.9893617021276596,1.048541313144498,1.0,0.031153072059411757,5.305354558610725,0.14474772539288652,0.7077625570776255,0.8115111838516099,0.8512759430883696
"Botox Treatment Experiences & Procedures, Deterioration indicators (worsening symptoms)",Symptom Experience & Severity,0.678726483357453,0.9435600578871202,0.6714905933429812,0.9893390191897654,1.048517273405104,1.0,0.0310713934167014,5.294066570188106,0.14402764833799317,0.7062404870624049,0.811109288721228,0.8504977304537784
"Improvement indicators (success, relief, reduced symptoms)","Botox Treatment Experiences & Procedures, Symptom Experience & Severity",0.5904486251808972,0.9392185238784371,0.5832127351664255,0.9877450980392157,1.051666968790598,1.0,0.028652448997970592,4.959768451519553,0.11995721137405849,0.6162079510703363,0.7983776844070968,0.8043502069548929
"Botox Treatment Experiences & Procedures, Improvement indicators (success, relief, reduced symptoms)",Symptom Experience & Severity,0.5904486251808972,0.9435600578871202,0.5832127351664255,0.9877450980392157,1.0468280103452423,1.0,0.02608899621136751,4.605499276411011,0.1092249822444736,0.6133942161339422,0.7828682755153349,0.8029216287742091
"Improvement indicators (success, relief, reduced symptoms)",Symptom Experience & Severity,0.5904486251808972,0.9435600578871202,0.5832127351664255,0.9877450980392157,1.0468280103452423,1.0,0.02608899621136751,4.605499276411011,0.1092249822444736,0.6133942161339422,0.7828682755153349,0.8029216287742091
Deterioration indicators (worsening symptoms),"Botox Treatment Experiences & Procedures, Symptom Experience & Severity",0.6801736613603473,0.9392185238784371,0.6714905933429812,0.9872340425531916,1.0511228403763564,1.0,0.0326588911391239,4.7612156295224635,0.15207130597597146,0.7083969465648856,0.7899696048632233,0.8510900567157329
Alternative Surgical Treatments/Diagnostics,"Botox Treatment Experiences & Procedures, Symptom Experience & Severity",0.6772793053545586,0.9392185238784371,0.6685962373371924,0.9871794871794871,1.0510647544545848,1.0,0.03248296790867067,4.740955137481884,0.15054452274183197,0.7053435114503815,0.7890720390720379,0.8495219469795741
Alternative Surgical Treatments/Diagnostics,Symptom Experience & Severity,0.6772793053545586,0.9435600578871202,0.6685962373371924,0.9871794871794871,1.0462285669340883,1.0,0.029542536771096528,4.402315484804605,0.13691689476442784,0.7021276595744681,0.7728468113083484,0.8478842221173508
"Alternative Surgical Treatments/Diagnostics, Botox Treatment Experiences & Procedures",Symptom Experience & Severity,0.6772793053545586,0.9435600578871202,0.6685962373371924,0.9871794871794871,1.0462285669340883,1.0,0.029542536771096528,4.402315484804605,0.13691689476442784,0.7021276595744681,0.7728468113083484,0.8478842221173508
"Alternative Surgical Treatments/Diagnostics, Self-Treatment & Behavioral Interventions",Symptom Experience & Severity,0.426917510853835,0.9435600578871202,0.4196816208393632,0.9830508474576272,1.041852968701258,1.0,0.016859309585093407,3.3299565846599193,0.07009752699407859,0.441400304414003,0.6996957844415477,0.7139180617656233
"Comorbidities, Self-Treatment & Behavioral Interventions",Alternative Surgical Treatments/Diagnostics,0.12590448625180897,0.6772793053545586,0.12301013024602026,0.9770114942528735,1.4425532960015717,1.0,0.0377376272563725,14.03835021707665,0.35097389949357227,0.18085106382978725,0.9287665584248233,0.5793177129384025
"Botox Treatment Experiences & Procedures, Self-Treatment & Behavioral Interventions",Symptom Experience & Severity,0.516642547033285,0.9435600578871202,0.5036179450072359,0.9747899159663866,1.033097901737382,1.0,0.016134673421560275,2.2387843704775747,0.06628123064216412,0.5264750378214826,0.5533290239172605,0.7542661236273651
Self-Treatment & Behavioral Interventions,Symptom Experience & Severity,0.516642547033285,0.9435600578871202,0.5036179450072359,0.9747899159663866,1.033097901737382,1.0,0.016134673421560275,2.2387843704775747,0.06628123064216412,0.5264750378214826,0.5533290239172605,0.7542661236273651
Self-Treatment & Behavioral Interventions,"Botox Treatment Experiences & Procedures, Symptom Experience & Severity",0.516642547033285,0.9392185238784371,0.5036179450072359,0.9747899159663866,1.0378733928085873,1.0,0.018377694609837902,2.410998552822005,0.07549556060293215,0.5288753799392097,0.5852340936374563,0.7554997345625462
"Comorbidities, Psychological Factors & Mental Health",Deterioration indicators (worsening symptoms),0.10130246020260492,0.6801736613603473,0.09840810419681621,0.9714285714285715,1.4282066869300913,1.0,0.02950483893599956,11.193921852387884,0.3336175049730038,0.1440677966101695,0.9106658047834522,0.5580547112462007
"Comorbidities, Deterioration indicators (worsening symptoms)",Alternative Surgical Treatments/Diagnostics,0.15195369030390737,0.6772793053545586,0.14616497829232997,0.961904761904762,1.4202482702482704,1.0,0.04324988847723786,8.471418234442867,0.34891697360862384,0.21398305084745767,0.8819560111039936,0.588858363858364
"Comorbidities, Psychological Factors & Mental Health",Alternative Surgical Treatments/Diagnostics,0.10130246020260492,0.6772793053545586,0.09696092619392185,0.9571428571428572,1.4132173382173383,1.0,0.028350866317193774,7.530149541726973,0.32535390679452975,0.14225053078556263,0.8672005124919925,0.5501526251526252
"Comorbidities, Self-Treatment & Behavioral Interventions",Deterioration indicators (worsening symptoms),0.12590448625180897,0.6801736613603473,0.12011577424023155,0.9540229885057472,1.4026167767180242,1.0,0.03447885884464513,6.956222865412455,0.32839304236814815,0.17510548523206754,0.856243823789463,0.5653093665932991
"Comorbidities, Symptom Experience & Severity",Alternative Surgical Treatments/Diagnostics,0.1678726483357453,0.6772793053545586,0.15918958031837915,0.9482758620689654,1.4001252578838785,1.0,0.045492909665515474,6.239266763145188,0.3434308300395257,0.23206751054852318,0.8397247564558524,0.5916592985558502
Comorbidities,"Alternative Surgical Treatments/Diagnostics, Symptom Experience & Severity",0.1678726483357453,0.6685962373371924,0.15918958031837915,0.9482758620689654,1.4183087027914614,1.0,0.04695055928927014,6.407139411480934,0.35443478260869565,0.23504273504273504,0.8439241078150878,0.5931855500821017
"Botox Treatment Experiences & Procedures, Comorbidities",Alternative Surgical Treatments/Diagnostics,0.1678726483357453,0.6772793053545586,0.15918958031837915,0.9482758620689654,1.4001252578838785,1.0,0.045492909665515474,6.239266763145188,0.3434308300395257,0.23206751054852318,0.8397247564558524,0.5916592985558502
Comorbidities,Alternative Surgical Treatments/Diagnostics,0.1678726483357453,0.6772793053545586,0.15918958031837915,0.9482758620689654,1.4001252578838785,1.0,0.045492909665515474,6.239266763145188,0.3434308300395257,0.23206751054852318,0.8397247564558524,0.5916592985558502
Comorbidities,"Alternative Surgical Treatments/Diagnostics, Botox Treatment Experiences & Procedures",0.1678726483357453,0.6772793053545586,0.15918958031837915,0.9482758620689654,1.4001252578838785,1.0,0.045492909665515474,6.239266763145188,0.3434308300395257,0.23206751054852318,0.8397247564558524,0.5916592985558502
"Comorbidities, Improvement indicators (success, relief, reduced symptoms)",Deterioration indicators (worsening symptoms),0.1389290882778582,0.6801736613603473,0.13024602026049203,0.9374999999999999,1.3783244680851063,1.0,0.035750113617086327,5.117221418234434,0.3187675070028011,0.18907563025210083,0.8045814479638006,0.5644946808510638
"Comorbidities, Improvement indicators (success, relief, reduced symptoms)",Alternative Surgical Treatments/Diagnostics,0.1389290882778582,0.6772793053545586,0.13024602026049203,0.9374999999999999,1.3842147435897434,1.0,0.0361522238581221,5.1635311143270535,0.32235294117647056,0.18987341772151897,0.8063340807174885,0.564903846153846
"Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions",Alternative Surgical Treatments/Diagnostics,0.25615050651230103,0.6772793053545586,0.23878437047756873,0.9322033898305083,1.3763943213095753,1.0,0.06529893336069914,4.76013024602025,0.36763353378139363,0.34375,0.7899217146765976,0.6423837461973054
"Comorbidities, Self-Treatment & Behavioral Interventions","Improvement indicators (success, relief, reduced symptoms)",0.12590448625180897,0.5904486251808972,0.11577424023154848,0.9195402298850575,1.5573585756141537,1.0,0.04143410942006069,5.090138515608848,0.4094370860927152,0.1927710843373494,0.8035416920515007,0.5578093306288032
"Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health",Deterioration indicators (worsening symptoms),0.2691751085383502,0.6801736613603473,0.24746743849493488,0.9193548387096775,1.3516472203157175,1.0,0.06438161937333636,3.965846599131697,0.35598401945457725,0.3525773195876289,0.7478470296307111,0.64159231297186
"Alternative Surgical Treatments/Diagnostics, Comorbidities",Deterioration indicators (worsening symptoms),0.15918958031837915,0.6801736613603473,0.14616497829232997,0.9181818181818183,1.3499226305609286,1.0,0.03788841859676094,3.9089885833735396,0.30829399635316385,0.2108559498956159,0.7441793500617034,0.5665377176015475
"Deterioration indicators (worsening symptoms), Psychological Factors & Mental Health",Alternative Surgical Treatments/Diagnostics,0.3053545586107091,0.6772793053545586,0.2778581765557164,0.9099526066350713,1.3435411350103297,1.0,0.07104785321300747,3.5838982405362247,0.3680989583333335,0.3942505133470227,0.7209742205597949,0.6601045084457408
"Alternative Surgical Treatments/Diagnostics, Psychological Factors & Mental Health",Deterioration indicators (worsening symptoms),0.3068017366136035,0.6801736613603473,0.2778581765557164,0.9056603773584906,1.3315134484142916,1.0,0.06917971605152876,3.3901591895803196,0.3591684064022269,0.3918367346938776,0.7050286007000769,0.6570855078281814
"Comorbidities, Symptom Experience & Severity",Deterioration indicators (worsening symptoms),0.1678726483357453,0.6801736613603473,0.15195369030390737,0.9051724137931033,1.330796038151137,1.0,0.03777113644312548,3.3727141165636056,0.2987163561076604,0.21829521829521828,0.7035028865657665,0.5642883345561261
Comorbidities,"Deterioration indicators (worsening symptoms), Symptom Experience & Severity",0.1678726483357453,0.6729377713458755,0.15195369030390737,0.9051724137931033,1.3451056729699664,1.0,0.03898584446292103,3.4490198658071263,0.3083229813664596,0.22058823529411764,0.7100625572169663,0.5654894327030032
Comorbidities,Deterioration indicators (worsening symptoms),0.1678726483357453,0.6801736613603473,0.15195369030390737,0.9051724137931033,1.330796038151137,1.0,0.03777113644312548,3.3727141165636056,0.2987163561076604,0.21829521829521828,0.7035028865657665,0.5642883345561261
Comorbidities,"Botox Treatment Experiences & Procedures, Deterioration indicators (worsening symptoms)",0.1678726483357453,0.678726483357453,0.15195369030390737,0.9051724137931033,1.33363355635615,1.0,0.03801407804708458,3.387975266412309,0.3006376811594202,0.21874999999999997,0.7048384591488035,0.5645265054040143
"Botox Treatment Experiences & Procedures, Comorbidities",Deterioration indicators (worsening symptoms),0.1678726483357453,0.6801736613603473,0.15195369030390737,0.9051724137931033,1.330796038151137,1.0,0.03777113644312548,3.3727141165636056,0.2987163561076604,0.21829521829521828,0.7035028865657665,0.5642883345561261
"Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health",Alternative Surgical Treatments/Diagnostics,0.2691751085383502,0.6772793053545586,0.24312590448625182,0.903225806451613,1.3336090432864627,1.0,0.06081917395666009,3.3347805113362305,0.3422913719943425,0.3456790123456791,0.7001301894980474,0.631100082712986
"Comorbidities, Psychological Factors & Mental Health","Improvement indicators (success, relief, reduced symptoms)",0.10130246020260492,0.5904486251808972,0.09117221418234443,0.9000000000000001,1.524264705882353,1.0,0.0313583158282738,4.095513748191033,0.3827160493827161,0.15180722891566267,0.7558303886925798,0.5272058823529413
"Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions",Deterioration indicators (worsening symptoms),0.25615050651230103,0.6801736613603473,0.2301013024602026,0.8983050847457626,1.3206996033177065,1.0,0.055874474586423334,3.1449589966232496,0.326444460759122,0.3258196721311475,0.6820308305851674,0.618301478543094
"Improvement indicators (success, relief, reduced symptoms), Self-Treatment & Behavioral Interventions",Alternative Surgical Treatments/Diagnostics,0.3791606367583213,0.6772793053545586,0.3342981186685962,0.881679389312977,1.3017958504599725,1.0,0.07750046598712823,2.7275103870034045,0.3734144643235551,0.46292585170340683,0.633365282579673,0.6876345664513602
Psychological Factors & Mental Health,"Alternative Surgical Treatments/Diagnostics, Symptom Experience & Severity",0.34876989869753977,0.6685962373371924,0.3068017366136035,0.8796680497925312,1.3156939878931582,1.0,0.07361549464795464,2.754079544887472,0.36844863731656213,0.4317718940936865,0.636902281251699,0.6692712543334951
"Psychological Factors & Mental Health, Symptom Experience & Severity",Alternative Surgical Treatments/Diagnostics,0.34876989869753977,0.6772793053545586,0.3068017366136035,0.8796680497925312,1.2988261162535022,1.0,0.07058710189515399,2.681920255501774,0.3532914046121596,0.42655935613682106,0.6271328359042111,0.6663297513919921
Psychological Factors & Mental Health,Alternative Surgical Treatments/Diagnostics,0.34876989869753977,0.6772793053545586,0.3068017366136035,0.8796680497925312,1.2988261162535022,1.0,0.07058710189515399,2.681920255501774,0.3532914046121596,0.42655935613682106,0.6271328359042111,0.6663297513919921
Psychological Factors & Mental Health,"Alternative Surgical Treatments/Diagnostics, Botox Treatment Experiences & Procedures",0.34876989869753977,0.6772793053545586,0.3068017366136035,0.8796680497925312,1.2988261162535022,1.0,0.07058710189515399,2.681920255501774,0.3532914046121596,0.42655935613682106,0.6271328359042111,0.6663297513919921
"Botox Treatment Experiences & Procedures, Psychological Factors & Mental Health",Alternative Surgical Treatments/Diagnostics,0.34876989869753977,0.6772793053545586,0.3068017366136035,0.8796680497925312,1.2988261162535022,1.0,0.07058710189515399,2.681920255501774,0.3532914046121596,0.42655935613682106,0.6271328359042111,0.6663297513919921
"Improvement indicators (success, relief, reduced symptoms), Self-Treatment & Behavioral Interventions",Deterioration indicators (worsening symptoms),0.3791606367583213,0.6801736613603473,0.33285094066570187,0.8778625954198472,1.2906447945427968,1.0,0.07495586211807381,2.6185781476121543,0.3627242322894498,0.45816733067729076,0.6181133639597939,0.6836121487737534
Psychological Factors & Mental Health,"Botox Treatment Experiences & Procedures, Deterioration indicators (worsening symptoms)",0.34876989869753977,0.678726483357453,0.3053545586107091,0.8755186721991701,1.2899432888904616,1.0,0.06863519176679281,2.580897250361794,0.34515007898894157,0.42284569138276556,0.6125378490523719,0.6627060311955338
Psychological Factors & Mental Health,"Deterioration indicators (worsening symptoms), Symptom Experience & Severity",0.34876989869753977,0.6729377713458755,0.3053545586107091,0.8755186721991701,1.3010395752465087,1.0,0.07065412026865991,2.6273999035214666,0.3553027909426015,0.42626262626262623,0.6193955862372856,0.6646410565296925
"Psychological Factors & Mental Health, Symptom Experience & Severity",Deterioration indicators (worsening symptoms),0.34876989869753977,0.6801736613603473,0.3053545586107091,0.8755186721991701,1.2871987287013331,1.0,0.06813045964132605,2.5692715870718765,0.3426119010005267,0.422,0.610784626649894,0.662227421205968
"Botox Treatment Experiences & Procedures, Psychological Factors & Mental Health",Deterioration indicators (worsening symptoms),0.34876989869753977,0.6801736613603473,0.3053545586107091,0.8755186721991701,1.2871987287013331,1.0,0.06813045964132605,2.5692715870718765,0.3426119010005267,0.422,0.610784626649894,0.662227421205968
Psychological Factors & Mental Health,Deterioration indicators (worsening symptoms),0.34876989869753977,0.6801736613603473,0.3053545586107091,0.8755186721991701,1.2871987287013331,1.0,0.06813045964132605,2.5692715870718765,0.3426119010005267,0.422,0.610784626649894,0.662227421205968
"Comorbidities, Psychological Factors & Mental Health",Self-Treatment & Behavioral Interventions,0.10130246020260492,0.516642547033285,0.08827785817655572,0.8714285714285714,1.6867146858743498,1.0,0.03594069711674392,3.7594468564077834,0.45302394340170543,0.16666666666666669,0.7340034217279727,0.5211484593837535
