antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
Comorbidities,"Botox Treatment Experiences & Procedures, Symptom Experience & Severity",0.15014577259475217,0.9329446064139941,0.15014577259475217,1.0,1.0718750000000001,1.0,0.010068083876616035,inf,0.07890222984562607,0.16093749999999998,1.0,0.58046875
"Comorbidities, Psychological Factors & Mental Health",Symptom Experience & Severity,0.08600583090379009,0.9373177842565598,0.08600583090379009,1.0,1.0668740279937792,1.0,0.005391036047905209,inf,0.06858054226475278,0.0917573872472784,1.0,0.5458786936236392
"Botox Treatment Experiences & Procedures, Comorbidities",Symptom Experience & Severity,0.15014577259475217,0.9373177842565598,0.15014577259475217,1.0,1.0668740279937792,1.0,0.00941146971074977,inf,0.07375643224699828,0.16018662519440122,1.0,0.5800933125972006
"Comorbidities, Symptom Experience & Severity",Botox Treatment Experiences & Procedures,0.15014577259475217,0.9956268221574344,0.15014577259475217,1.0,1.0043923865300146,1.0,0.000656614165866265,inf,0.0051457975986278015,0.150805270863836,1.0,0.575402635431918
"Comorbidities, Deterioration indicators (worsening symptoms)",Botox Treatment Experiences & Procedures,0.13702623906705538,0.9956268221574344,0.13702623906705538,1.0,1.0043923865300146,1.0,0.0005992401125381464,inf,0.005067567567567595,0.13762811127379207,1.0,0.568814055636896
"Comorbidities, Self-Treatment & Behavioral Interventions",Botox Treatment Experiences & Procedures,0.11224489795918367,0.9956268221574344,0.11224489795918367,1.0,1.0043923865300146,1.0,0.0004908669006961491,inf,0.004926108374384343,0.11273792093704248,1.0,0.5563689604685212
Psychological Factors & Mental Health,Symptom Experience & Severity,0.3236151603498542,0.9373177842565598,0.3236151603498542,1.0,1.0668740279937792,1.0,0.020284915298897588,inf,0.09267241379310354,0.34525660964230176,1.0,0.6726283048211509
"Alternative Surgical Treatments/Diagnostics, Improvement indicators (success, relief, reduced symptoms)",Botox Treatment Experiences & Procedures,0.4096209912536443,0.9956268221574344,0.4096209912536443,1.0,1.0043923865300146,1.0,0.0017913454428001852,inf,0.007407407407407372,0.4114202049780381,1.0,0.7057101024890191
"Comorbidities, Improvement indicators (success, relief, reduced symptoms)",Botox Treatment Experiences & Procedures,0.12536443148688048,0.9956268221574344,0.12536443148688048,1.0,1.0043923865300146,1.0,0.0005482409540242678,inf,0.0050000000000000825,0.1259150805270864,1.0,0.5629575402635432
"Alternative Surgical Treatments/Diagnostics, Comorbidities",Botox Treatment Experiences & Procedures,0.13848396501457727,0.9956268221574344,0.13848396501457727,1.0,1.0043923865300146,1.0,0.0006056150073523725,inf,0.005076142131979644,0.1390922401171303,1.0,0.5695461200585652
"Comorbidities, Psychological Factors & Mental Health",Botox Treatment Experiences & Procedures,0.08600583090379009,0.9956268221574344,0.08600583090379009,1.0,1.0043923865300146,1.0,0.000376118794039898,inf,0.0047846889952153065,0.08638360175695463,1.0,0.5431918008784773
"Improvement indicators (success, relief, reduced symptoms), Self-Treatment & Behavioral Interventions",Symptom Experience & Severity,0.3396501457725947,0.9373177842565598,0.3396501457725947,1.0,1.0668740279937792,1.0,0.021290023714608697,inf,0.09492273730684321,0.36236391912908233,1.0,0.6811819595645412
"Alternative Surgical Treatments/Diagnostics, Deterioration indicators (worsening symptoms)",Botox Treatment Experiences & Procedures,0.49854227405247814,0.9956268221574344,0.49854227405247814,1.0,1.0043923865300146,1.0,0.002180214026468563,inf,0.008720930232558138,0.5007320644216691,1.0,0.7503660322108345
"Deterioration indicators (worsening symptoms), Psychological Factors & Mental Health",Symptom Experience & Severity,0.27696793002915454,0.9373177842565598,0.27696793002915454,1.0,1.0668740279937792,1.0,0.01736096354410155,inf,0.08669354838709689,0.2954898911353033,1.0,0.6477449455676516
Psychological Factors & Mental Health,"Botox Treatment Experiences & Procedures, Symptom Experience & Severity",0.3236151603498542,0.9329446064139941,0.3236151603498542,1.0,1.0718750000000001,1.0,0.021700141947657903,inf,0.09913793103448294,0.346875,1.0,0.6734375
"Self-Treatment & Behavioral Interventions, Symptom Experience & Severity",Botox Treatment Experiences & Procedures,0.47959183673469385,0.9956268221574344,0.47959183673469385,1.0,1.0043923865300146,1.0,0.00209734039388354,inf,0.008403361344537973,0.48169838945827226,1.0,0.7408491947291361
"Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health",Botox Treatment Experiences & Procedures,0.24052478134110788,0.9956268221574344,0.24052478134110788,1.0,1.0043923865300146,1.0,0.0010518576443488692,inf,0.005758157389635321,0.2415812591508053,1.0,0.6207906295754027
"Alternative Surgical Treatments/Diagnostics, Comorbidities",Symptom Experience & Severity,0.13848396501457727,0.9373177842565598,0.13848396501457727,1.0,1.0668740279937792,1.0,0.008680481772050774,inf,0.07275803722504241,0.14774494556765166,1.0,0.5738724727838258
Comorbidities,Botox Treatment Experiences & Procedures,0.15014577259475217,0.9956268221574344,0.15014577259475217,1.0,1.0043923865300146,1.0,0.000656614165866265,inf,0.0051457975986278015,0.150805270863836,1.0,0.575402635431918
"Psychological Factors & Mental Health, Symptom Experience & Severity",Botox Treatment Experiences & Procedures,0.3236151603498542,0.9956268221574344,0.3236151603498542,1.0,1.0043923865300146,1.0,0.001415226648760315,inf,0.0064655172413794,0.32503660322108346,1.0,0.6625183016105417
"Botox Treatment Experiences & Procedures, Psychological Factors & Mental Health",Symptom Experience & Severity,0.3236151603498542,0.9373177842565598,0.3236151603498542,1.0,1.0668740279937792,1.0,0.020284915298897588,inf,0.09267241379310354,0.34525660964230176,1.0,0.6726283048211509
"Improvement indicators (success, relief, reduced symptoms), Symptom Experience & Severity",Botox Treatment Experiences & Procedures,0.5306122448979592,0.9956268221574344,0.5306122448979592,1.0,1.0043923865300146,1.0,0.0023204617123817606,inf,0.009316770186335463,0.5329428989751098,1.0,0.7664714494875549
"Improvement indicators (success, relief, reduced symptoms)",Botox Treatment Experiences & Procedures,0.5379008746355685,0.9956268221574344,0.5379008746355685,1.0,1.0043923865300146,1.0,0.002352336186452919,inf,0.009463722397476323,0.5402635431918009,1.0,0.7701317715959004
Psychological Factors & Mental Health,Botox Treatment Experiences & Procedures,0.3236151603498542,0.9956268221574344,0.3236151603498542,1.0,1.0043923865300146,1.0,0.001415226648760315,inf,0.0064655172413794,0.32503660322108346,1.0,0.6625183016105417
"Improvement indicators (success, relief, reduced symptoms), Self-Treatment & Behavioral Interventions",Botox Treatment Experiences & Procedures,0.3396501457725947,0.9956268221574344,0.3396501457725947,1.0,1.0043923865300146,1.0,0.0014853504917168858,inf,0.006622516556291386,0.34114202049780373,1.0,0.6705710102489019
"Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions",Symptom Experience & Severity,0.22886297376093295,0.9373177842565598,0.22886297376093295,1.0,1.0668740279937792,1.0,0.01434563829696811,inf,0.08128544423440459,0.2441679626749611,1.0,0.6220839813374806
Self-Treatment & Behavioral Interventions,Botox Treatment Experiences & Procedures,0.49416909620991256,0.9956268221574344,0.49416909620991256,1.0,1.0043923865300146,1.0,0.002161089342025857,inf,0.008645533141210375,0.49633967789165445,1.0,0.7481698389458272
"Alternative Surgical Treatments/Diagnostics, Symptom Experience & Severity",Botox Treatment Experiences & Procedures,0.6297376093294461,0.9956268221574344,0.6297376093294461,1.0,1.0043923865300146,1.0,0.002753954559749805,inf,0.01181102362204742,0.6325036603221084,1.0,0.8162518301610542
"Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions",Botox Treatment Experiences & Procedures,0.22886297376093295,0.9956268221574344,0.22886297376093295,1.0,1.0043923865300146,1.0,0.0010008584858350045,inf,0.005671077504726015,0.22986822840409954,1.0,0.6149341142020498
Deterioration indicators (worsening symptoms),Botox Treatment Experiences & Procedures,0.6618075801749271,0.9956268221574344,0.6603498542274052,0.9977973568281937,1.00218006849801,1.0,0.0014364762981410317,1.9854227405246825,0.0064322143563977415,0.6622807017543859,0.49632892804696466,0.8305238614302023
"Deterioration indicators (worsening symptoms), Symptom Experience & Severity",Botox Treatment Experiences & Procedures,0.6501457725947521,0.9956268221574344,0.6486880466472303,0.9977578475336324,1.0021403856633555,1.0,0.0013854771396273335,1.950437317784364,0.006104868913858283,0.6505847953216375,0.4872944693572778,0.8246475914095688
"Deterioration indicators (worsening symptoms), Improvement indicators (success, relief, reduced symptoms)",Symptom Experience & Severity,0.4358600583090379,0.9373177842565598,0.43440233236151604,0.9966555183946488,1.063305887431927,1.0,0.025862948261353713,18.741982507288643,0.10553561209094231,0.4627329192546584,0.9466438515983512,0.7300540422455359
"Alternative Surgical Treatments/Diagnostics, Deterioration indicators (worsening symptoms)",Symptom Experience & Severity,0.49854227405247814,0.9373177842565598,0.4956268221574344,0.9941520467836258,1.0606349985903067,1.0,0.028334282484339002,10.718658892128383,0.11400478796169626,0.5271317829457365,0.90670474636203,0.7614617154602421
"Botox Treatment Experiences & Procedures, Improvement indicators (success, relief, reduced symptoms)",Symptom Experience & Severity,0.5379008746355685,0.9373177842565598,0.5306122448979592,0.9864498644986451,1.0524177403515873,1.0,0.026428188934882635,4.625947521865941,0.10778417166429807,0.5617283950617284,0.7838280708388503,0.7762731437578763
"Improvement indicators (success, relief, reduced symptoms)",Symptom Experience & Severity,0.5379008746355685,0.9373177842565598,0.5306122448979592,0.9864498644986451,1.0524177403515873,1.0,0.026428188934882635,4.625947521865941,0.10778417166429807,0.5617283950617284,0.7838280708388503,0.7762731437578763
"Improvement indicators (success, relief, reduced symptoms)","Botox Treatment Experiences & Procedures, Symptom Experience & Severity",0.5379008746355685,0.9329446064139941,0.5306122448979592,0.9864498644986451,1.0573509485094854,1.0,0.028780525121335554,4.948688046647288,0.11737789024855293,0.564341085271318,0.7979262401319689,0.7775999322493226
"Comorbidities, Psychological Factors & Mental Health",Deterioration indicators (worsening symptoms),0.08600583090379009,0.6618075801749271,0.08454810495626822,0.983050847457627,1.4854028223698945,1.0,0.02762879412489693,19.95335276967922,0.3575317604355716,0.12747252747252746,0.9498831092928111,0.5554020757111924
Deterioration indicators (worsening symptoms),Symptom Experience & Severity,0.6618075801749271,0.9373177842565598,0.6501457725947521,0.9823788546255505,1.0480744856502764,1.0,0.029821757940993954,3.557215743440206,0.13563089531467443,0.6850998463901689,0.7188812621657595,0.8380012469084206
"Botox Treatment Experiences & Procedures, Deterioration indicators (worsening symptoms)",Symptom Experience & Severity,0.6603498542274052,0.9373177842565598,0.6486880466472303,0.9823399558498896,1.048032985556803,1.0,0.02973038444865661,3.5493804664723076,0.13493755123691956,0.6835637480798772,0.7182606910005651,0.8372041925439184
Alternative Surgical Treatments/Diagnostics,"Botox Treatment Experiences & Procedures, Symptom Experience & Severity",0.641399416909621,0.9329446064139941,0.6297376093294461,0.9818181818181819,1.0523863636363637,1.0,0.03134748276653443,3.6880466472303444,0.13881361035832612,0.6666666666666669,0.7288537549407132,0.828409090909091
"Alternative Surgical Treatments/Diagnostics, Botox Treatment Experiences & Procedures",Symptom Experience & Severity,0.641399416909621,0.9373177842565598,0.6297376093294461,0.9818181818181819,1.0474763183938924,1.0,0.028542529048270704,3.4475218658892333,0.12639265281541703,0.6635944700460831,0.7099365750528558,0.8268344408313305
Alternative Surgical Treatments/Diagnostics,Symptom Experience & Severity,0.641399416909621,0.9373177842565598,0.6297376093294461,0.9818181818181819,1.0474763183938924,1.0,0.028542529048270704,3.4475218658892333,0.12639265281541703,0.6635944700460831,0.7099365750528558,0.8268344408313305
Deterioration indicators (worsening symptoms),"Botox Treatment Experiences & Procedures, Symptom Experience & Severity",0.6618075801749271,0.9329446064139941,0.6486880466472303,0.9801762114537445,1.0506263766519823,1.0,0.031258234239135096,3.3825720764496223,0.142483533514142,0.6856702619414483,0.7043669795058414,0.8377443557268722
"Alternative Surgical Treatments/Diagnostics, Self-Treatment & Behavioral Interventions",Symptom Experience & Severity,0.3979591836734694,0.9373177842565598,0.3892128279883382,0.978021978021978,1.043426247158751,1.0,0.016198607722972547,2.8520408163265265,0.06912968958293648,0.41140215716486905,0.649373881932021,0.6966315177823731
"Comorbidities, Self-Treatment & Behavioral Interventions",Alternative Surgical Treatments/Diagnostics,0.11224489795918367,0.641399416909621,0.10932944606413994,0.974025974025974,1.518595041322314,1.0,0.03733563396203962,13.806122448979588,0.38467432950191566,0.16968325791855204,0.9275683665927568,0.5722402597402597
Self-Treatment & Behavioral Interventions,Symptom Experience & Severity,0.49416909620991256,0.9373177842565598,0.47959183673469385,0.9705014749262536,1.0354028177284758,1.0,0.01639835442715193,2.124927113702618,0.06759633156101355,0.5038284839203675,0.5293956232420924,0.7410827747881656
"Botox Treatment Experiences & Procedures, Self-Treatment & Behavioral Interventions",Symptom Experience & Severity,0.49416909620991256,0.9373177842565598,0.47959183673469385,0.9705014749262536,1.0354028177284758,1.0,0.01639835442715193,2.124927113702618,0.06759633156101355,0.5038284839203675,0.5293956232420924,0.7410827747881656
Self-Treatment & Behavioral Interventions,"Botox Treatment Experiences & Procedures, Symptom Experience & Severity",0.49416909620991256,0.9329446064139941,0.47959183673469385,0.9705014749262536,1.0402562684365781,1.0,0.018559443769177786,2.273177842565593,0.07650464686457074,0.5061538461538462,0.5600872130306519,0.7422819874631268
"Comorbidities, Improvement indicators (success, relief, reduced symptoms)",Deterioration indicators (worsening symptoms),0.12536443148688048,0.6618075801749271,0.119533527696793,0.9534883720930232,1.440733531400471,1.0,0.036566396654455185,7.271137026239054,0.3497560975609755,0.17903930131004367,0.862469927826784,0.5670525560905645
"Comorbidities, Psychological Factors & Mental Health",Alternative Surgical Treatments/Diagnostics,0.08600583090379009,0.641399416909621,0.08163265306122448,0.9491525423728813,1.4798151001540831,1.0,0.026468563268706058,7.052478134110776,0.3547505126452494,0.12641083521444693,0.858205870194295,0.5382126348228042
"Comorbidities, Self-Treatment & Behavioral Interventions",Deterioration indicators (worsening symptoms),0.11224489795918367,0.6618075801749271,0.10641399416909621,0.948051948051948,1.4325190228273927,1.0,0.03212946986374725,6.510204081632651,0.3401039206424185,0.1593886462882096,0.8463949843260188,0.5544224497968991
"Comorbidities, Deterioration indicators (worsening symptoms)",Alternative Surgical Treatments/Diagnostics,0.13702623906705538,0.641399416909621,0.12973760932944606,0.9468085106382979,1.4761605415860735,1.0,0.04184905949051841,6.741690962099122,0.37378530215608874,0.2,0.8516692613734648,0.5745406189555126
"Alternative Surgical Treatments/Diagnostics, Comorbidities",Deterioration indicators (worsening symptoms),0.13848396501457727,0.6618075801749271,0.12973760932944606,0.9368421052631578,1.4155808022258287,1.0,0.038087871550119404,5.35471331389698,0.34076693473259934,0.1934782608695652,0.8132486388384752,0.5664386737769533
"Comorbidities, Improvement indicators (success, relief, reduced symptoms)",Alternative Surgical Treatments/Diagnostics,0.12536443148688048,0.641399416909621,0.11661807580174927,0.9302325581395348,1.4503171247357292,1.0,0.036209402544857994,5.13994169096209,0.3549999999999998,0.17937219730941703,0.8054452637549628,0.5560253699788583
"Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions",Alternative Surgical Treatments/Diagnostics,0.22886297376093295,0.641399416909621,0.21282798833819241,0.929936305732484,1.4498552403011,1.0,0.06603541041572814,5.118208322289948,0.4023616541937488,0.32372505543237245,0.8046191289938375,0.6308772437753329
"Botox Treatment Experiences & Procedures, Comorbidities",Alternative Surgical Treatments/Diagnostics,0.15014577259475217,0.641399416909621,0.13848396501457727,0.9223300970873788,1.437996469549868,1.0,0.04218055402085867,4.616982507288639,0.3584002888868828,0.21205357142857145,0.7834083195200888,0.5691195939982349
Comorbidities,"Alternative Surgical Treatments/Diagnostics, Symptom Experience & Severity",0.15014577259475217,0.6297376093294461,0.13848396501457727,0.9223300970873788,1.4646260338007913,1.0,0.043931525129835364,4.76712827988339,0.37327796334747676,0.21590909090909094,0.7902301047320545,0.5711187522473931
Comorbidities,Alternative Surgical Treatments/Diagnostics,0.15014577259475217,0.641399416909621,0.13848396501457727,0.9223300970873788,1.437996469549868,1.0,0.04218055402085867,4.616982507288639,0.3584002888868828,0.21205357142857145,0.7834083195200888,0.5691195939982349
"Comorbidities, Symptom Experience & Severity",Alternative Surgical Treatments/Diagnostics,0.15014577259475217,0.641399416909621,0.13848396501457727,0.9223300970873788,1.437996469549868,1.0,0.04218055402085867,4.616982507288639,0.3584002888868828,0.21205357142857145,0.7834083195200888,0.5691195939982349
Comorbidities,"Alternative Surgical Treatments/Diagnostics, Botox Treatment Experiences & Procedures",0.15014577259475217,0.641399416909621,0.13848396501457727,0.9223300970873788,1.437996469549868,1.0,0.04218055402085867,4.616982507288639,0.3584002888868828,0.21205357142857145,0.7834083195200888,0.5691195939982349
"Comorbidities, Self-Treatment & Behavioral Interventions","Improvement indicators (success, relief, reduced symptoms)",0.11224489795918367,0.5379008746355685,0.10349854227405247,0.922077922077922,1.7142153239714217,1.0,0.04312191348842744,5.930272108843536,0.4693216771895743,0.18933333333333333,0.831373673644967,0.5572449230985816
"Comorbidities, Psychological Factors & Mental Health","Improvement indicators (success, relief, reduced symptoms)",0.08600583090379009,0.5379008746355685,0.07871720116618076,0.9152542372881356,1.7015295576684581,1.0,0.032454589499273274,5.452769679300292,0.4510898458266881,0.14438502673796794,0.8166069614500348,0.5307978503513848
"Comorbidities, Symptom Experience & Severity",Deterioration indicators (worsening symptoms),0.15014577259475217,0.6618075801749271,0.13702623906705538,0.912621359223301,1.3789829348616398,1.0,0.03765862863262756,3.87042436022028,0.323382358308091,0.20302375809935203,0.7416303983930366,0.5598349086865404
Comorbidities,Deterioration indicators (worsening symptoms),0.15014577259475217,0.6618075801749271,0.13702623906705538,0.912621359223301,1.3789829348616398,1.0,0.03765862863262756,3.87042436022028,0.323382358308091,0.20302375809935203,0.7416303983930366,0.5598349086865404
Comorbidities,"Deterioration indicators (worsening symptoms), Symptom Experience & Severity",0.15014577259475217,0.6501457725947521,0.13702623906705538,0.912621359223301,1.403718054769472,1.0,0.03940959974160427,4.0038872691933935,0.33841830590124455,0.20659340659340658,0.7502427184466021,0.561691845530933
"Botox Treatment Experiences & Procedures, Comorbidities",Deterioration indicators (worsening symptoms),0.15014577259475217,0.6618075801749271,0.13702623906705538,0.912621359223301,1.3789829348616398,1.0,0.03765862863262756,3.87042436022028,0.323382358308091,0.20302375809935203,0.7416303983930366,0.5598349086865404
Comorbidities,"Botox Treatment Experiences & Procedures, Deterioration indicators (worsening symptoms)",0.15014577259475217,0.6603498542274052,0.13702623906705538,0.912621359223301,1.382027047300628,1.0,0.03787750002124965,3.88710722384192,0.32526185175723515,0.20346320346320346,0.7427392808033669,0.5600634389935489
"Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health",Alternative Surgical Treatments/Diagnostics,0.24052478134110788,0.641399416909621,0.21720116618075802,0.903030303030303,1.407906336088154,1.0,0.06292871167625733,3.698068513119531,0.381481147509307,0.3267543859649123,0.7295885686129586,0.6208333333333333
"Improvement indicators (success, relief, reduced symptoms), Psychological Factors & Mental Health",Deterioration indicators (worsening symptoms),0.24052478134110788,0.6618075801749271,0.21720116618075802,0.903030303030303,1.3644907221999731,1.0,0.058020042669295946,3.4876093294460615,0.3517242267709232,0.3170212765957447,0.7132706374085682,0.615612067814711
"Deterioration indicators (worsening symptoms), Psychological Factors & Mental Health",Alternative Surgical Treatments/Diagnostics,0.27696793002915454,0.641399416909621,0.24927113702623907,0.8999999999999999,1.403181818181818,1.0,0.07162406820287465,3.5860058309037868,0.3974014336917563,0.3725490196078431,0.7211382113821135,0.6443181818181818
"Alternative Surgical Treatments/Diagnostics, Psychological Factors & Mental Health",Deterioration indicators (worsening symptoms),0.27988338192419826,0.6618075801749271,0.24927113702623907,0.890625,1.3457461453744493,1.0,0.06404219330381047,3.0920449812578092,0.35677249804673616,0.36,0.6765894396551724,0.6336384911894273
"Comorbidities, Psychological Factors & Mental Health",Self-Treatment & Behavioral Interventions,0.08600583090379009,0.49416909620991256,0.07580174927113703,0.8813559322033898,1.783510824458777,1.0,0.033300325544628515,4.2634319033735935,0.4806465464360201,0.15028901734104047,0.7654471743271626,0.5173741312934353
"Psychological Factors & Mental Health, Self-Treatment & Behavioral Interventions",Deterioration indicators (worsening symptoms),0.22886297376093295,0.6618075801749271,0.20116618075801748,0.8789808917197451,1.3281517438760906,1.0,0.04970292990165659,2.7945373638177053,0.3204021807621707,0.2917547568710359,0.6421590160333843,0.5914728247144981
"Improvement indicators (success, relief, reduced symptoms), Self-Treatment & Behavioral Interventions",Deterioration indicators (worsening symptoms),0.3396501457725947,0.6618075801749271,0.29737609329446063,0.8755364806866953,1.3229471932843018,1.0,0.07259305221463846,2.7172011661807587,0.3696706055490629,0.42236024844720493,0.6319742489270387,0.6624378438675768
"Comorbidities, Deterioration indicators (worsening symptoms)","Improvement indicators (success, relief, reduced symptoms)",0.13702623906705538,0.5379008746355685,0.119533527696793,0.8723404255319149,1.6217494089834517,1.0,0.045826993854601414,3.6197764820213814,0.44425675675675685,0.21522309711286094,0.7237398483119674,0.5472813238770686
"Improvement indicators (success, relief, reduced symptoms), Self-Treatment & Behavioral Interventions",Alternative Surgical Treatments/Diagnostics,0.3396501457725947,0.641399416909621,0.29591836734693877,0.8712446351931331,1.3583495903238394,1.0,0.07806696189512874,2.7851311953352784,0.39950412683913483,0.43191489361702123,0.6409504867580866,0.6663041357783848
Psychological Factors & Mental Health,"Alternative Surgical Treatments/Diagnostics, Botox Treatment Experiences & Procedures",0.3236151603498542,0.641399416909621,0.27988338192419826,0.8648648648648649,1.3484029484029485,1.0,0.07231680677268826,2.6536443148688056,0.3820043103448277,0.4085106382978724,0.6231597451109647,0.6506142506142507
Psychological Factors & Mental Health,"Alternative Surgical Treatments/Diagnostics, Symptom Experience & Severity",0.3236151603498542,0.6297376093294461,0.27988338192419826,0.8648648648648649,1.3733733733733733,1.0,0.07609074450271572,2.7399416909621,0.40193965517241387,0.4155844155844156,0.6350287295169186,0.6546546546546547
Psychological Factors & Mental Health,Alternative Surgical Treatments/Diagnostics,0.3236151603498542,0.641399416909621,0.27988338192419826,0.8648648648648649,1.3484029484029485,1.0,0.07231680677268826,2.6536443148688056,0.3820043103448277,0.4085106382978724,0.6231597451109647,0.6506142506142507
"Botox Treatment Experiences & Procedures, Psychological Factors & Mental Health",Alternative Surgical Treatments/Diagnostics,0.3236151603498542,0.641399416909621,0.27988338192419826,0.8648648648648649,1.3484029484029485,1.0,0.07231680677268826,2.6536443148688056,0.3820043103448277,0.4085106382978724,0.6231597451109647,0.6506142506142507
"Psychological Factors & Mental Health, Symptom Experience & Severity",Alternative Surgical Treatments/Diagnostics,0.3236151603498542,0.641399416909621,0.27988338192419826,0.8648648648648649,1.3484029484029485,1.0,0.07231680677268826,2.6536443148688056,0.3820043103448277,0.4085106382978724,0.6231597451109647,0.6506142506142507
Comorbidities,"Alternative Surgical Treatments/Diagnostics, Deterioration indicators (worsening symptoms)",0.15014577259475217,0.49854227405247814,0.12973760932944606,0.8640776699029127,1.7332084255947313,1.0,0.05488359442069206,3.689296126613913,0.4977740089039644,0.25,0.7289455859110409,0.5621557940157837
Psychological Factors & Mental Health,"Botox Treatment Experiences & Procedures, Deterioration indicators (worsening symptoms)",0.3236151603498542,0.6603498542274052,0.27696793002915454,0.855855855855856,1.2960642761967267,1.0,0.06326870606634993,2.3563228862973786,0.33772686025408366,0.39175257731958774,0.5756099447086576,0.6376409522104887
"Psychological Factors & Mental Health, Symptom Experience & Severity",Deterioration indicators (worsening symptoms),0.3236151603498542,0.6618075801749271,0.27696793002915454,0.855855855855856,1.29320950906854,1.0,0.0627969638500965,2.346209912536445,0.33520871143375697,0.3909465020576132,0.5737806772289534,0.6371790292495139
Psychological Factors & Mental Health,Deterioration indicators (worsening symptoms),0.3236151603498542,0.6618075801749271,0.27696793002915454,0.855855855855856,1.29320950906854,1.0,0.0627969638500965,2.346209912536445,0.33520871143375697,0.3909465020576132,0.5737806772289534,0.6371790292495139
